Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
Regular,Baking Goods,100.1016,Tier 2,High,Supermarket Type1,0.034605882,4,1113.2176,95.9726
Regular,Baking Goods,116.9808,Tier 2,High,Supermarket Type1,0.063207198,4,3866.9664,89.383
Regular,Breads,192.982,Tier 2,High,Supermarket Type1,0.034800079,4,4633.968,157.5288
Regular,Breakfast,47.306,Tier 2,High,Supermarket Type1,0.061008889,4,1071.938,177.5712
Regular,Canned,176.9054,Tier 2,High,Supermarket Type1,0.1408005,4,4202.5296,111.4228
Regular,Canned,108.057,Tier 2,High,Supermarket Type1,0.025309134,4,2087.283,147.0418
Regular,Dairy,108.557,Tier 2,High,Supermarket Type1,0.038363204,4,1208.427,98.1726
Regular,Dairy,259.2304,Tier 2,High,Supermarket Type1,0,4,4649.9472,43.5744
Regular,Dairy,191.153,Tier 2,High,Supermarket Type1,0.146692433,4,1707.777,194.5794
Regular,Dairy,109.1912,Tier 2,High,Supermarket Type1,0.023454399,4,545.956,181.9608
Regular,Dairy,103.2648,Tier 2,High,Supermarket Type1,0.031102571,4,2388.8904,257.2672
Regular,Frozen Foods,51.2666,Tier 2,High,Supermarket Type1,0.047697859,4,410.1328,244.6144
Regular,Frozen Foods,51.8982,Tier 2,High,Supermarket Type1,0.066551268,4,473.3838,144.676
Regular,Frozen Foods,38.3848,Tier 2,High,Supermarket Type1,0.016747538,4,932.12,98.6726
Regular,Frozen Foods,184.8266,Tier 2,High,Supermarket Type1,0.042716709,4,3872.9586,163.221
Regular,Fruits and Vegetables,164.321,Tier 2,High,Supermarket Type1,0.038976089,4,5546.114,264.2252
Regular,Fruits and Vegetables,124.902,Tier 2,Medium,Supermarket Type1,0.07884393,4,1771.028,257.0646
Regular,Meat,253.4724,Tier 2,Medium,Supermarket Type1,0,4,755.0172,48.1718
Regular,Meat,78.067,Tier 2,Medium,Supermarket Type1,0.027233781,4,2220.443,197.511
Regular,Seafood,76.1986,Tier 2,Medium,Supermarket Type1,0.141033536,4,1090.5804,173.6764
Regular,Snack Foods,189.4556,Tier 2,Medium,Supermarket Type1,0.090456903,4,1877.556,131.2626
Regular,Snack Foods,230.2668,Tier 2,Medium,Supermarket Type1,0.124126756,4,2994.7684,88.9514
Regular,Snack Foods,208.427,Tier 2,Medium,Supermarket Type1,0.094185483,4,5452.902,126.2704
Regular,Snack Foods,106.7254,Tier 2,Medium,Supermarket Type1,0.03079807,4,542.627,252.9724
Regular,Snack Foods,39.2848,Tier 2,Medium,Supermarket Type1,0.080141165,4,857.5504,111.4544
Regular,Snack Foods,122.0388,Tier 2,Medium,Supermarket Type1,0.139087683,4,1238.388,251.7724
Regular,Soft Drinks,55.7614,Tier 2,Medium,Supermarket Type1,0.019308607,4,110.5228,49.0692
Regular,Soft Drinks,157.0946,Tier 2,Medium,Supermarket Type1,0.113302223,4,5522.811,125.1388
Regular,Starchy Foods,241.288,Tier 2,Medium,Supermarket Type1,0.017730951,4,5512.824,239.8538
Regular,Starchy Foods,151.6708,Tier 2,Medium,Supermarket Type1,0.053481818,4,4815.0656,47.806
low fat,Household,230.8642,Tier 2,Medium,Supermarket Type1,0.186445212,4,4414.9198,255.5698
reg,Frozen Foods,186.2266,Tier 2,Medium,Supermarket Type1,0.073060301,4,1106.5596,196.2426
reg,Fruits and Vegetables,129.9284,Tier 2,Medium,Supermarket Type1,0.103129612,4,1054.6272,129.5968
reg,Fruits and Vegetables,129.7994,Tier 2,Medium,Supermarket Type1,0.012229464,4,1284.994,56.8904
reg,Snack Foods,126.8678,Tier 2,Medium,Supermarket Type1,0.017895691,4,1780.3492,79.496
LF,Household,130.9284,Tier 2,Small,Supermarket Type1,0.044652785,4,1977.426,247.0802
Low Fat,Baking Goods,180.766,Tier 2,Small,Supermarket Type1,0.014628382,4,3056.022,82.325
Low Fat,Baking Goods,61.1194,Tier 2,Small,Supermarket Type1,0.035404052,4,2352.9372,230.601
Low Fat,Breads,193.6162,Tier 2,Small,Supermarket Type1,0.128861359,4,5195.2374,86.2856
Low Fat,Canned,122.8414,Tier 2,Small,Supermarket Type1,0.097866209,4,731.0484,51.1324
Low Fat,Canned,175.6054,Tier 2,Small,Supermarket Type1,0.112203445,4,1050.6324,121.144
Low Fat,Frozen Foods,174.0054,Tier 2,Small,Supermarket Type1,0.124428516,4,2101.2648,119.9124
Low Fat,Frozen Foods,100.2674,Tier 2,Small,Supermarket Type1,0.041730507,4,203.7348,109.2912
Low Fat,Fruits and Vegetables,117.2492,Tier 2,Small,Supermarket Type1,0.085258864,4,2432.8332,165.85
Low Fat,Fruits and Vegetables,145.2128,Tier 2,Small,Supermarket Type1,0.088691614,4,3739.1328,61.851
Low Fat,Fruits and Vegetables,41.948,Tier 2,Small,Supermarket Type1,0,4,199.74,185.1898
Low Fat,Fruits and Vegetables,181.366,Tier 2,Small,Supermarket Type1,0.171355643,4,1977.426,47.6692
Low Fat,Fruits and Vegetables,159.7262,Tier 2,Small,Supermarket Type1,0.081304829,4,5728.5432,258.4988
Low Fat,Fruits and Vegetables,125.5678,Tier 2,Small,Supermarket Type1,0.012272797,4,1398.8458,160.2894
Low Fat,Health and Hygiene,58.5588,Tier 2,Small,Supermarket Type1,0.06953231,4,801.6232,266.5884
Low Fat,Health and Hygiene,207.1954,Tier 2,Small,Supermarket Type1,0.089135671,4,1667.1632,146.9102
Low Fat,Health and Hygiene,59.9904,Tier 2,Small,Supermarket Type1,0.032250092,4,644.4944,164.0526
Low Fat,Health and Hygiene,144.8786,Tier 2,Small,Supermarket Type1,0.018845298,4,3323.0078,96.7384
Low Fat,Health and Hygiene,196.5768,Tier 2,Small,Supermarket Type1,0.1630653,4,3350.3056,43.3086
Low Fat,Household,39.3164,Tier 2,Small,Supermarket Type1,0.034868095,4,540.6296,163.821
Low Fat,Household,86.0198,Tier 2,Small,Supermarket Type1,0.005977465,4,2006.0554,163.3526
Low Fat,Household,130.531,Tier 2,Small,Supermarket Type1,0.00676387,4,1298.31,40.8112
Low Fat,Household,190.953,Tier 2,Small,Supermarket Type1,0.13504726,4,2466.789,98.57
Low Fat,Others,151.4708,Tier 2,Small,Supermarket Type1,0.048677482,4,2407.5328,166.1526
Low Fat,Snack Foods,152.3024,Tier 2,Small,Supermarket Type1,0.085938463,4,1518.024,168.6816
Low Fat,Snack Foods,171.179,Tier 2,Small,Supermarket Type1,0.029567218,4,1867.569,160.492
Low Fat,Snack Foods,120.3124,Tier 2,Small,Supermarket Type1,0.074601506,4,2725.7852,90.983
Low Fat,Soft Drinks,190.853,Tier 2,Small,Supermarket Type1,0.115010655,4,4554.072,161.5236
Regular,Baking Goods,257.4672,Tier 2,Small,Supermarket Type1,0.048518008,4,3835.008,132.9626
Regular,Baking Goods,142.0838,Tier 2,Small,Supermarket Type1,0.079312367,4,2528.7084,151.7366
Regular,Baking Goods,43.0086,Tier 2,Small,Supermarket Type1,0.161516894,4,758.3462,37.0848
Regular,Baking Goods,234.4958,Tier 2,Small,Supermarket Type1,0.105287746,4,1402.1748,103.2648
Regular,Baking Goods,112.3544,Tier 2,Small,Supermarket Type1,0.117339056,4,1006.6896,195.011
Regular,Breakfast,59.7536,Tier 2,Small,Supermarket Type1,0.060654268,4,918.804,174.7712
Regular,Canned,218.3166,Tier 2,Small,Supermarket Type1,0.053611144,4,5660.6316,197.7742
Regular,Canned,226.9694,Tier 2,Small,Supermarket Type1,0.170251293,4,6851.082,116.4834
Regular,Canned,86.8224,Tier 2,Small,Supermarket Type1,0.027341529,4,1448.7808,158.292
Regular,Frozen Foods,33.89,Tier 2,Small,Supermarket Type1,0.082386011,4,99.87,56.6588
Regular,Frozen Foods,75.4012,Tier 2,Small,Supermarket Type1,0.047420609,4,986.7156,246.0144
Regular,Frozen Foods,124.5388,Tier 2,Small,Supermarket Type1,0.063162608,4,1733.7432,228.6668
Regular,Frozen Foods,37.8506,Tier 2,Small,Supermarket Type1,0,4,265.6542,229.201
Regular,Fruits and Vegetables,191.553,Tier 2,Small,Supermarket Type1,0.024944396,4,6641.355,95.441
Regular,Fruits and Vegetables,46.0376,Tier 2,Small,Supermarket Type1,0.119439636,4,527.3136,182.1976
Regular,Meat,193.482,Tier 2,Small,Supermarket Type1,0.091560606,4,2510.066,182.3292
Regular,Seafood,216.385,Tier 2,Small,Supermarket Type1,0.140213762,4,3678.545,173.7764
Regular,Snack Foods,175.0054,Tier 2,Small,Supermarket Type1,0.099113429,4,1926.1594,52.8666
Regular,Soft Drinks,241.7512,Tier 2,Small,Supermarket Type1,0.039920687,4,5331.7264,163.3868
Regular,Starchy Foods,130.3994,Tier 2,Small,Supermarket Type1,0,4,2826.9868,183.5924
low fat,Household,173.7422,Tier 2,Small,Supermarket Type1,0.013127548,4,2759.0752,142.0154
LF,Seafood,54.5956,Tier 3,Medium,Grocery Store,0.05226427,4,218.3824,158.4604
LF,Soft Drinks,128.9652,Tier 3,Medium,Grocery Store,0.02316823,4,1808.3128,47.506
Low Fat,Baking Goods,234.4958,Tier 3,Medium,Grocery Store,0.172365428,4,3271.7412,144.847
Low Fat,Baking Goods,96.4068,Tier 3,Medium,Grocery Store,0.294948897,4,2527.3768,159.0604
Low Fat,Baking Goods,65.0142,Tier 3,Medium,Grocery Store,0.186250852,4,856.8846,37.2874
Low Fat,Breakfast,166.0184,Tier 3,Medium,Grocery Store,0.121180705,4,330.2368,177.037
Low Fat,Canned,50.5034,Tier 3,Medium,Grocery Store,0.21332355,4,1458.102,208.527
Low Fat,Canned,193.9478,Tier 3,Medium,Grocery Store,0.208397715,4,4456.1994,265.2884
Low Fat,Canned,235.1958,Tier 3,Medium,Grocery Store,0.187841082,4,4673.916,119.244
Low Fat,Canned,191.2162,Tier 3,Medium,Grocery Store,0.084176826,4,1924.162,118.0124
Low Fat,Canned,62.0878,Tier 3,Medium,Grocery Store,0.108665723,4,302.939,86.4198
Low Fat,Dairy,40.0454,Tier 3,Medium,Grocery Store,0.095064731,4,209.727,232.4642
Low Fat,Dairy,190.7188,Tier 3,Medium,Grocery Store,0.149753132,4,1904.188,259.7594
Low Fat,Frozen Foods,141.947,Tier 3,Medium,Grocery Store,0.044093978,4,2004.058,208.3954
Low Fat,Health and Hygiene,144.047,Tier 3,Medium,Grocery Store,0.028519419,4,3149.234,109.2228
Low Fat,Household,253.8698,Tier 3,Medium,Grocery Store,0.093862362,4,3297.7074,115.9492
Low Fat,Household,115.1176,Tier 3,Medium,Grocery Store,0.025834128,4,1488.7288,165.1526
Low Fat,Household,231.7668,Tier 3,Medium,Grocery Store,0.155105614,4,460.7336,157.2604
Low Fat,Household,168.6448,Tier 3,Medium,Grocery Store,0.056237906,4,2897.5616,110.7912
Low Fat,Meat,50.3692,Tier 3,High,Grocery Store,0.021287234,4,591.2304,38.5822
Low Fat,Snack Foods,45.3402,Tier 3,High,Grocery Store,0.043663452,4,918.804,217.185
Low Fat,Snack Foods,163.8526,Tier 3,High,Grocery Store,0,4,1808.9786,147.2076
Low Fat,Snack Foods,127.1336,Tier 3,High,Grocery Store,0.074422769,4,2812.3392,128.002
Low Fat,Snack Foods,45.806,Tier 3,High,Grocery Store,0.112893408,4,1165.15,131.0626
Low Fat,Snack Foods,58.4562,Tier 3,High,Grocery Store,0.058893461,4,711.0744,178.9318
Low Fat,Soft Drinks,165.9184,Tier 3,High,Grocery Store,0.039463564,4,2972.1312,189.9846
Regular,Breakfast,177.3344,Tier 3,High,Grocery Store,0.094265737,4,1605.9096,233.93
Regular,Dairy,189.9872,Tier 3,High,Grocery Store,0.146701312,4,1323.6104,262.291
Regular,Frozen Foods,117.5808,Tier 3,High,Grocery Store,0.132111921,4,351.5424,82.2276
Regular,Fruits and Vegetables,147.376,Tier 3,High,Grocery Store,0.064441812,4,2197.14,110.957
Regular,Fruits and Vegetables,62.4194,Tier 3,High,Grocery Store,0.083079826,4,804.9522,80.3644
Regular,Meat,122.9388,Tier 3,High,Grocery Store,0.044526443,4,2105.2596,37.9532
Regular,Meat,253.9672,Tier 3,High,Grocery Store,0.160852421,4,3068.0064,131.3942
Regular,Snack Foods,208.8296,Tier 3,High,Grocery Store,0.094741514,4,5400.9696,63.1168
Regular,Snack Foods,181.7608,Tier 3,High,Grocery Store,0.124110349,4,1102.5648,262.3568
Regular,Soft Drinks,195.7768,Tier 3,Small,Grocery Store,0.01179078,4,2956.152,189.053
Regular,Soft Drinks,124.173,Tier 3,Small,Grocery Store,0.041599644,4,1601.249,40.9822
reg,Fruits and Vegetables,254.604,Tier 3,Small,Grocery Store,0.024044279,4,759.012,241.0512
LF,Baking Goods,185.224,Tier 3,High,Supermarket Type1,0.045916788,4,6338.416,198.8084
LF,Canned,50.2034,Tier 3,High,Supermarket Type1,0.03736783,4,1166.4816,86.9224
LF,Canned,156.9604,Tier 3,High,Supermarket Type1,0,4,4595.3516,154.4682
LF,Fruits and Vegetables,193.5794,Tier 3,High,Supermarket Type1,0.022380952,4,390.1588,93.6094
LF,Starchy Foods,84.554,Tier 3,High,Supermarket Type1,0.025842905,4,778.986,119.844
Low Fat,Baking Goods,183.6634,Tier 3,High,Supermarket Type1,0.028498354,4,2544.6876,195.8136
Low Fat,Baking Goods,211.956,Tier 3,High,Supermarket Type1,0.13030659,4,4474.176,75.7328
Low Fat,Breads,127.102,Tier 3,High,Supermarket Type1,0.096306016,4,3289.052,161.9552
Low Fat,Breads,159.3604,Tier 3,High,Supermarket Type1,0,4,2059.9852,218.9166
Low Fat,Breads,120.8414,Tier 3,High,Supermarket Type1,0.021705417,4,852.8898,163.5184
Low Fat,Dairy,162.7868,Tier 3,High,Supermarket Type1,0.159062948,4,4258.4568,208.9296
Low Fat,Dairy,94.9752,Tier 3,High,Supermarket Type1,0.122469209,4,1534.0032,121.973
Low Fat,Frozen Foods,156.6314,Tier 3,High,Supermarket Type1,0.066727717,4,3257.7594,181.6292
Low Fat,Frozen Foods,246.9118,Tier 3,High,Supermarket Type1,0.111830282,4,5681.2714,105.4622
Low Fat,Fruits and Vegetables,161.1578,Tier 3,High,Supermarket Type1,0.081096635,4,1765.0358,148.4734
Low Fat,Fruits and Vegetables,110.3228,Tier 3,High,Supermarket Type1,0.05193741,4,2763.07,77.9986
Low Fat,Fruits and Vegetables,93.0804,Tier 3,High,Supermarket Type1,0.14825809,4,2940.1728,108.428
Low Fat,Fruits and Vegetables,178.2344,Tier 3,High,Supermarket Type1,0.125675936,4,2854.9504,86.9198
Low Fat,Fruits and Vegetables,81.8592,Tier 3,High,Supermarket Type1,0.038531668,4,1238.388,210.6586
Low Fat,Fruits and Vegetables,119.3098,Tier 3,High,Supermarket Type1,0.053178425,4,1928.1568,55.993
Low Fat,Hard Drinks,195.011,Tier 3,High,Supermarket Type1,0.075495088,4,2749.754,55.3614
Low Fat,Hard Drinks,123.5046,Tier 3,High,Supermarket Type1,0.02090277,4,2739.1012,144.5128
Low Fat,Hard Drinks,100.57,Tier 3,High,Supermarket Type1,0.04421348,4,5093.37,173.408
Low Fat,Health and Hygiene,49.6034,Tier 3,High,Supermarket Type1,0.036204764,4,972.068,176.1028
Low Fat,Health and Hygiene,39.1848,Tier 3,High,Supermarket Type1,0.071076672,4,559.272,44.9086
Low Fat,Health and Hygiene,116.7834,Tier 3,High,Supermarket Type1,0.018797945,4,4952.8862,241.288
Low Fat,Health and Hygiene,170.5422,Tier 3,High,Supermarket Type1,0,4,3621.2862,154.663
Low Fat,Health and Hygiene,64.6826,Tier 3,High,Supermarket Type1,0.05489331,4,774.9912,101.9358
Low Fat,Health and Hygiene,88.3856,Tier 3,High,Supermarket Type1,0.162960415,4,1318.284,43.5086
Low Fat,Household,59.3536,Tier 3,High,Supermarket Type1,0.008639333,4,918.804,122.2756
Low Fat,Household,49.0008,Tier 3,High,Supermarket Type1,0.044624064,4,101.2016,245.4802
Low Fat,Household,228.601,Tier 3,High,Supermarket Type1,0.056030907,4,7350.432,115.1492
Low Fat,Household,117.5492,Tier 3,High,Supermarket Type1,0.006759519,4,1390.1904,42.8112
Low Fat,Household,76.3328,Tier 3,High,Supermarket Type1,0.134960397,4,1312.9576,101.37
Low Fat,Household,241.2196,Tier 3,High,Supermarket Type1,0.074345142,4,6507.5292,230.901
Low Fat,Household,105.2938,Tier 3,High,Supermarket Type1,0.01181025,4,2036.6822,154.634
Low Fat,Snack Foods,179.866,Tier 3,High,Supermarket Type1,0.036908933,4,3595.32,115.9834
Low Fat,Snack Foods,174.0712,Tier 3,High,Supermarket Type1,0.077659918,4,2460.7968,260.2962
Low Fat,Soft Drinks,184.2292,Tier 3,High,Supermarket Type1,0.027682047,4,4560.73,85.5198
Low Fat,Soft Drinks,33.1558,Tier 3,High,Supermarket Type1,0.159201868,4,543.2928,226.072
Low Fat,Soft Drinks,263.5884,Tier 3,High,Supermarket Type1,0.014580886,4,2384.8956,50.2324
Regular,Baking Goods,46.4744,Tier 3,High,Supermarket Type1,0.017047751,4,543.2928,174.637
Regular,Baking Goods,105.1306,Tier 3,High,Supermarket Type1,0.105220024,4,3135.918,102.7648
Regular,Baking Goods,124.3072,Tier 3,High,Supermarket Type1,0.106663245,4,2695.1584,179.7634
Regular,Breads,57.3562,Tier 3,High,Supermarket Type1,0.075444922,4,1007.3554,146.0444
Regular,Breads,61.951,Tier 3,High,Supermarket Type1,0.074669288,4,1518.024,76.3986
Regular,Canned,211.656,Tier 3,High,Supermarket Type1,0.101747034,4,2556.672,231.33
Regular,Canned,177.437,Tier 3,High,Supermarket Type1,0,4,3528.74,88.5198
Regular,Canned,54.6956,Tier 3,High,Supermarket Type1,0.083444376,4,163.7868,195.8426
Regular,Canned,194.2478,Tier 3,High,Supermarket Type1,0.027594064,4,2712.4692,171.179
Regular,Dairy,107.8622,Tier 3,High,Supermarket Type1,0.00827301,4,1058.622,150.4708
Regular,Frozen Foods,189.853,Tier 3,High,Supermarket Type1,0.082861686,4,4933.578,32.6558
Regular,Frozen Foods,110.2544,Tier 3,High,Supermarket Type1,0.047081398,4,1454.1072,51.1666
Regular,Frozen Foods,43.7454,Tier 3,High,Supermarket Type1,0.146540889,4,671.1264,141.7838
Regular,Frozen Foods,264.6226,Tier 3,High,Supermarket Type1,0.159722816,4,4757.8068,194.1478
Regular,Fruits and Vegetables,74.338,Tier 3,High,Supermarket Type1,0.068880971,4,146.476,195.3768
Regular,Fruits and Vegetables,185.7582,Tier 3,High,Supermarket Type1,0.043122189,4,3529.4058,197.9742
Regular,Fruits and Vegetables,115.4518,Tier 3,High,Supermarket Type1,0.021951613,4,2390.8878,250.9092
Regular,Fruits and Vegetables,62.5852,Tier 3,High,Supermarket Type1,0.100091576,4,438.0964,125.5388
Regular,Meat,228.401,Tier 3,High,Supermarket Type1,0.06112617,4,229.701,122.5388
Regular,Snack Foods,37.819,Tier 3,High,Supermarket Type1,0.041247932,4,439.428,101.8332
Regular,Snack Foods,87.1198,Tier 3,High,Supermarket Type1,0.079624087,4,2529.3742,111.6544
Regular,Soft Drinks,41.7454,Tier 3,High,Supermarket Type1,0,4,209.727,173.6054
Regular,Soft Drinks,35.1216,Tier 3,High,Supermarket Type1,0.039895009,4,415.4592,162.4868
Regular,Starchy Foods,191.653,Tier 3,High,Supermarket Type1,0.128709014,4,3795.06,96.1068
low fat,Breads,100.4384,Tier 3,High,Supermarket Type1,0.054162439,4,1970.768,85.3566
reg,Starchy Foods,50.4034,Tier 3,High,Supermarket Type1,0.043863865,4,48.6034,59.5904
LF,Breakfast,170.7132,Tier 3,Medium,Supermarket Type2,0.072693696,4,4904.2828,175.937
LF,Household,103.1332,Tier 3,Medium,Supermarket Type2,0.015497337,4,820.2656,165.5526
LF,Soft Drinks,175.137,Tier 3,Medium,Supermarket Type2,0.094603404,4,1235.059,187.0872
Low Fat,Baking Goods,233.9616,Tier 3,Medium,Supermarket Type2,0.028638276,4,4452.8704,195.8136
Low Fat,Baking Goods,57.4246,Tier 3,Medium,Supermarket Type2,0.008575615,4,810.9444,80.2618
Low Fat,Breads,115.1518,Tier 3,Medium,Supermarket Type2,0.015976249,4,683.1108,230.2668
Low Fat,Canned,246.2486,Tier 3,Medium,Supermarket Type2,0.017817285,4,8063.5038,177.0686
Low Fat,Canned,175.5054,Tier 3,Medium,Supermarket Type2,0.04282359,4,2451.4756,254.433
Low Fat,Dairy,100.1016,Tier 3,Medium,Supermarket Type2,0.062038986,4,1619.2256,148.005
Low Fat,Dairy,107.1622,Tier 3,Medium,Supermarket Type2,0.123070513,4,423.4488,121.173
Low Fat,Dairy,180.9318,Tier 3,Medium,Supermarket Type2,0.166513779,4,1984.7498,38.0506
Low Fat,Dairy,266.1884,Tier 3,Medium,Supermarket Type2,0.030559583,4,5299.768,257.4672
Low Fat,Frozen Foods,161.5578,Tier 3,Medium,Supermarket Type2,0.125688044,4,320.9156,100.9042
Low Fat,Frozen Foods,115.7492,Tier 3,Medium,Supermarket Type2,0.021938404,4,2548.6824,264.691
Low Fat,Frozen Foods,193.5794,Tier 3,Medium,Supermarket Type2,0.037556341,4,1950.794,195.3478
Low Fat,Fruits and Vegetables,189.7504,Tier 3,Medium,Supermarket Type2,0.085622362,4,2492.7552,167.25
Low Fat,Fruits and Vegetables,86.054,Tier 3,Medium,Supermarket Type2,0.043740308,4,1038.648,145.3418
Low Fat,Fruits and Vegetables,231.601,Tier 3,Medium,Supermarket Type2,0.031410378,4,7580.133,110.3228
Low Fat,Fruits and Vegetables,154.7998,Tier 3,Medium,Supermarket Type2,0.027426689,4,3383.5956,97.3042
Low Fat,Fruits and Vegetables,123.2072,Tier 3,Medium,Supermarket Type2,0.024069113,4,1837.608,56.2272
Low Fat,Fruits and Vegetables,229.1352,Tier 3,Medium,Supermarket Type2,0.035893143,4,4580.704,131.3284
Low Fat,Fruits and Vegetables,170.4422,Tier 3,Medium,Supermarket Type2,0.022696131,4,5000.8238,179.9318
Low Fat,Fruits and Vegetables,177.9028,Tier 3,Medium,Supermarket Type2,0.098803088,4,4781.7756,169.7474
Low Fat,Fruits and Vegetables,143.7154,Tier 3,Medium,Supermarket Type2,0.012325122,4,4821.7236,162.8894
Low Fat,Fruits and Vegetables,235.6248,Tier 3,Medium,Supermarket Type2,0.045855273,4,1896.1984,127.102
Low Fat,Fruits and Vegetables,97.4042,Tier 3,Medium,Supermarket Type2,0.048957533,4,2281.6966,37.8506
Low Fat,Health and Hygiene,213.756,Tier 3,Medium,Supermarket Type2,0.052421981,4,3408.896,123.773
Low Fat,Household,107.5938,Tier 3,Medium,Supermarket Type2,0.186825823,4,1822.2946,253.5698
Low Fat,Household,87.1882,Tier 3,Medium,Supermarket Type2,0.126758324,4,515.3292,124.5362
Low Fat,Household,44.677,Tier 3,Medium,Supermarket Type2,0,4,173.108,167.0842
Low Fat,Household,190.053,Tier 3,Medium,Supermarket Type2,0.014359584,4,569.259,100.8332
Low Fat,Meat,260.9594,Tier 3,Medium,Supermarket Type2,0.079952983,4,2878.2534,62.7826
Low Fat,Meat,195.3478,Tier 3,Medium,Supermarket Type2,0.032671446,4,1162.4868,165.4842
Low Fat,Others,45.2086,Tier 3,Medium,Supermarket Type2,0.059732844,4,669.129,241.2538
Low Fat,Others,154.4314,Tier 3,Medium,Supermarket Type2,0.118661426,4,2326.971,58.7588
Low Fat,Snack Foods,166.4526,Tier 3,Medium,Supermarket Type2,0.039653081,4,4769.1254,99.5042
Low Fat,Snack Foods,119.1098,Tier 3,Medium,Supermarket Type2,0.065515067,4,964.0784,178.137
Low Fat,Snack Foods,47.8402,Tier 3,Medium,Supermarket Type2,0.175060504,4,91.8804,106.7964
Low Fat,Snack Foods,191.353,Tier 3,Medium,Supermarket Type2,0.011281018,4,2277.036,213.756
Low Fat,Soft Drinks,234.0958,Tier 3,Medium,Supermarket Type2,0.020409765,4,2570.6538,218.3508
